Wall time,Step,Value
1737771174.005958,631,-13.026644706726074
1737772094.2322938,632,-13.018492698669434
1737773014.4041195,633,-13.37055492401123
1737773934.7304902,634,-13.227163314819336
1737774854.470305,635,-13.331467628479004
1737775774.3941555,636,-13.367822647094728
1737776695.1835277,637,-12.99685001373291
1737777615.6344628,638,-13.25304126739502
1737778535.971711,639,-13.171987533569336
1737779456.3436935,640,-13.56613826751709
1737780376.7551663,641,-13.406765937805176
1737781297.13318,642,-13.34070110321045
1737782217.3568606,643,-13.287039756774902
1737783137.636703,644,-13.559874534606934
1737784058.071057,645,-13.604442596435549
1737784978.3684375,646,-12.771556854248049
1737785898.6015992,647,-12.44760513305664
1737786818.913088,648,-13.10683536529541
1737787739.1194742,649,-13.01117706298828
1737788659.4597125,650,-13.431344985961914
1737789579.5540092,651,-13.637508392333984
1737790499.9721863,652,-13.572342872619627
1737791420.350386,653,-13.572075843811035
1737792340.674578,654,-13.697771072387695
1737793262.646287,655,-13.508515357971191
1737794182.8602214,656,-13.791232109069824
1737795103.166951,657,-13.221062660217283
1737796023.402547,658,-13.399675369262695
1737796943.7450082,659,-13.500724792480469
1737797864.2670195,660,-13.53014087677002
1737798784.5834506,661,-13.727282524108888
1737799705.021373,662,-13.62453269958496
1737800625.396973,663,-10.463589668273926
1737801545.8622527,664,-11.833635330200195
1737802466.251624,665,-12.224140167236328
1737803386.7057524,666,-11.672161102294922
1737804307.0345,667,-11.28286838531494
1737805227.561191,668,-11.150534629821776
1737806148.1581836,669,-12.739803314208984
1737807068.6141665,670,-12.981690406799316
1737807989.0779436,671,-12.827644348144531
1737808909.3892312,672,-13.249512672424316
1737809829.3587265,673,-12.885383605957031
1737810749.3827355,674,-13.17707061767578
1737811669.3956673,675,-13.36847972869873
1737812589.8327775,676,-13.236634254455566
1737813510.2688634,677,-12.881011009216309
1737814430.7613647,678,-13.34963321685791
1737815352.6733446,679,-13.431294441223145
1737816273.0979674,680,-13.41065788269043
1737817193.5135748,681,-13.533950805664062
1737818113.9468093,682,-13.554856300354004
